time,Prx,Pry,Prz,Vrx,Vry,Vrz,Yawr,vYawr,Pcx,Pcy,Pcz,Vcx,Vcy,Vcz,Pbx,Pby,Pbz,Vbx,Vby,Vbz,Pf0rx,Pf1rx,Pf2rx,Pf3rx,Pf0cx,Pf1cx,Pf2cx,Pf3cx,Pf0ry,Pf1ry,Pf2ry,Pf3ry,Pf0cy,Pf1cy,Pf2cy,Pf3cy,ux,uy
1.504000,-0.000172,-0.500320,0.593700,-0.000315,-1.000000,0.000000,-1.571111,0.000000,-0.000200,-0.369955,0.588508,-0.000315,-0.998252,0.006671,0.026162,-0.280196,0.612459,0.022729,-1.129940,-0.054202,0.401545,0.401545,-0.395455,-0.395455,0.163753,0.544644,-0.260421,-0.629542,0.234832,-0.234832,0.234832,-0.234832,0.219847,-0.197747,0.258830,-0.250733,0.386096,0.220404
1.514000,-0.000175,-0.510320,0.593700,-0.000315,-1.000000,0.000000,-1.571111,0.000000,-0.000203,-0.379938,0.588575,-0.000315,-0.998254,0.006777,0.026582,-0.291388,0.611784,0.021655,-1.106857,-0.082207,0.401545,0.401545,-0.395455,-0.395455,0.156718,0.533966,-0.271234,-0.636865,0.234832,-0.234832,0.234832,-0.234832,0.219050,-0.198683,0.257697,-0.251871,0.377819,0.219636
1.524000,-0.000178,-0.520320,0.593700,-0.000315,-1.000000,0.000000,-1.571111,0.000000,-0.000206,-0.389920,0.588643,-0.000315,-0.998254,0.006737,0.026735,-0.302160,0.610775,0.005967,-1.081015,-0.112821,0.401545,0.401545,-0.395455,-0.395455,0.153275,0.523704,-0.281610,-0.640535,0.234832,-0.234832,0.234832,-0.234832,0.218623,-0.199509,0.256639,-0.252531,0.374934,0.220179
1.534000,-0.000181,-0.530320,0.593700,-0.000315,-1.000000,0.000000,-1.571111,0.000000,-0.000209,-0.399903,0.588710,-0.000315,-0.998254,0.006660,0.026757,-0.312748,0.609478,-0.012404,-1.055201,-0.138406,0.401545,0.401545,-0.395455,-0.395455,0.152674,0.513646,-0.291897,-0.641408,0.234832,-0.234832,0.234832,-0.234832,0.218355,-0.200232,0.255629,-0.253039,0.377019,0.222279
1.544000,-0.000184,-0.540320,0.593700,-0.000315,-1.000000,0.000000,-1.571111,0.000000,-0.000212,-0.409885,0.588776,-0.000315,-0.998254,0.006575,0.026594,-0.323108,0.607926,-0.033069,-1.024798,-0.155193,0.401545,0.401545,-0.395455,-0.395455,0.155257,0.503729,-0.302091,-0.639189,0.234832,-0.234832,0.234832,-0.234832,0.218152,-0.200776,0.254757,-0.253469,0.385798,0.226971
1.554000,-0.000188,-0.550320,0.593700,-0.000315,-1.000000,0.000000,-1.571111,0.000000,-0.000215,-0.419868,0.588820,-0.000315,-0.998254,0.000652,0.026216,-0.333184,0.606256,-0.055259,-0.990238,-0.158637,0.401545,0.401545,-0.395455,-0.395455,0.161754,0.494002,-0.312061,-0.633059,0.234832,-0.234832,0.234832,-0.234832,0.217802,-0.201137,0.254034,-0.253879,0.404130,0.231063
1.564000,-0.000191,-0.560320,0.593700,-0.000315,-1.000000,0.000000,-1.571111,0.000000,-0.000218,-0.429850,0.588772,-0.000315,-0.998254,-0.010362,0.025632,-0.342957,0.604606,-0.076104,-0.955811,-0.147396,0.401545,0.401545,-0.395455,-0.395455,0.172501,0.484539,-0.321706,-0.622494,0.234832,-0.234832,0.234832,-0.234832,0.217083,-0.201289,0.253481,-0.254298,0.435031,0.234817
1.574000,-0.000194,-0.570320,0.593700,-0.000315,-1.000000,0.000000,-1.571111,0.000000,-0.000222,-0.439833,0.588625,-0.000315,-0.998255,-0.017766,0.024860,-0.352435,0.603130,-0.093718,-0.923893,-0.122621,0.401545,0.401545,-0.395455,-0.395455,0.187912,0.475418,-0.330944,-0.606819,0.234832,-0.234832,0.234832,-0.234832,0.215779,-0.201196,0.253125,-0.254783,0.481392,0.240441
1.584000,-0.000197,-0.580320,0.593700,-0.000315,-1.000000,0.000000,-1.571111,0.000000,-0.000225,-0.449815,0.588459,-0.000314,-0.998254,-0.012784,0.023939,-0.361631,0.601965,-0.106595,-0.898107,-0.087127,0.401545,0.401545,-0.395455,-0.395455,0.208469,0.466731,-0.339700,-0.585344,0.234832,-0.234832,0.234832,-0.234832,0.213733,-0.200814,0.253005,-0.255394,0.545367,0.248235
1.594000,-0.000200,-0.590320,0.593700,-0.000314,-1.000000,0.000000,-1.571111,0.000000,-0.000228,-0.459798,0.588401,-0.000314,-0.998254,-0.000088,0.022822,-0.370599,0.601214,-0.123920,-0.882735,-0.044680,0.401545,0.401545,-0.395455,-0.395455,0.234287,0.458498,-0.347998,-0.557852,0.234832,-0.234832,0.234832,-0.234832,0.210941,-0.200090,0.253382,-0.256120,0.627135,0.258107
1.604000,-0.000203,-0.600320,0.593700,-0.000314,-1.000000,0.000000,-1.571111,0.000000,-0.000231,-0.469780,0.588430,-0.000314,-0.998254,0.004972,0.021630,-0.379424,0.600894,-0.123821,-0.879343,-0.000897,0.401545,0.401545,-0.395455,-0.395455,0.264908,0.450584,-0.355918,-0.525151,0.234832,-0.234832,0.234832,-0.234832,0.207296,-0.199156,0.253981,-0.257217,0.722733,0.269792
