time,Prx,Pry,Prz,Vrx,Vry,Vrz,Yawr,vYawr,Pbx,Pby,Pbz,Vbx,Vby,Vbz,Pf0rx,Pf1rx,Pf2rx,Pf3rx,Pf0cx,Pf1cx,Pf2cx,Pf3cx,ux,uy
1.202000,0.398000,0.000051,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,0.043017,0.000889,0.595898,0.515439,0.000644,-0.013212,0.411314,0.411314,-0.405225,-0.405225,0.414034,0.414287,-0.396467,-0.397070,0.333398,0.155889
1.212000,0.418000,0.000054,0.593700,1.999999,0.000257,0.000000,0.000128,0.000000,0.048364,0.000909,0.595756,0.548199,0.001546,-0.013633,0.412312,0.412312,-0.406222,-0.406222,0.414280,0.414487,-0.397749,-0.398402,0.334577,0.155887
1.222000,0.438000,0.000056,0.593700,2.000000,0.000257,0.000000,0.000128,0.000000,0.054044,0.000922,0.595684,0.582012,0.001139,-0.010053,0.413356,0.413356,-0.407267,-0.407267,0.414607,0.414740,-0.399309,-0.399986,0.335966,0.155895
1.232000,0.458000,0.000059,0.593700,1.999999,0.000257,0.000000,0.000128,0.000000,0.060057,0.000924,0.595504,0.614875,0.000510,-0.014437,0.414448,0.414448,-0.408358,-0.408358,0.414863,0.414972,-0.401031,-0.401731,0.337517,0.155952
1.242000,0.478000,0.000061,0.593700,1.999999,0.000257,0.000000,0.000128,0.000000,0.066398,0.000933,0.595454,0.645305,0.000796,-0.006795,0.415589,0.415589,-0.409499,-0.409499,0.415166,0.415195,-0.402680,-0.403400,0.338997,0.155942
1.252000,0.498000,0.000064,0.593700,1.999999,0.000257,0.000000,0.000128,0.000000,0.073074,0.000936,0.595213,0.681786,0.000482,-0.020044,0.416780,0.416780,-0.410691,-0.410691,0.415464,0.415462,-0.404514,-0.405180,0.340685,0.156028
1.262000,0.518000,0.000066,0.593700,1.999999,0.000257,0.000000,0.000128,0.000000,0.080086,0.000945,0.595128,0.714099,0.000869,-0.008431,0.418022,0.418022,-0.411933,-0.411933,0.415762,0.415713,-0.406518,-0.407171,0.342426,0.156024
1.272000,0.538000,0.000069,0.593700,1.999999,0.000257,0.000000,0.000128,0.000000,0.087427,0.000947,0.594911,0.746784,0.000484,-0.023258,0.419314,0.419314,-0.413225,-0.413225,0.416072,0.416013,-0.408461,-0.409086,0.344197,0.156104
1.282000,0.558000,0.000072,0.593700,1.999999,0.000257,0.000000,0.000128,0.000000,0.095109,0.000957,0.594808,0.782151,0.001045,-0.007556,0.420657,0.420657,-0.414568,-0.414568,0.416394,0.416293,-0.410658,-0.411223,0.346106,0.156100
1.292000,0.578000,0.000074,0.593700,1.999999,0.000257,0.000000,0.000128,0.000000,0.103124,0.000959,0.594607,0.813524,0.000450,-0.019875,0.422052,0.422052,-0.415962,-0.415962,0.416753,0.416654,-0.412867,-0.413422,0.348128,0.156173
1.302000,0.598000,0.000077,0.593700,1.999999,0.000257,0.000000,0.000128,0.000000,0.111472,0.000968,0.594443,0.848462,0.000804,-0.020113,0.423498,0.423498,-0.417408,-0.417408,0.417128,0.417017,-0.414994,-0.415568,0.349607,0.156205
1.312000,0.618000,0.000079,0.593700,1.999998,0.000257,0.000000,0.000128,0.000000,0.120170,0.000972,0.594216,0.883583,0.000725,-0.015684,0.424994,0.424994,-0.418905,-0.418905,0.417478,0.417395,-0.417380,-0.417979,0.350031,0.156262
1.322000,0.638000,0.000082,0.593700,1.999999,0.000257,0.000000,0.000128,0.000000,0.129201,0.000981,0.594097,0.914915,0.000780,-0.024135,0.426540,0.426540,-0.420451,-0.420451,0.417919,0.417823,-0.419707,-0.420267,0.350362,0.156304
1.332000,0.658000,0.000084,0.593700,1.999998,0.000257,0.000000,0.000128,0.000000,0.138579,0.000985,0.593861,0.951736,0.000672,-0.019426,0.428137,0.428137,-0.422048,-0.422048,0.418354,0.418278,-0.422279,-0.422751,0.350820,0.156342
1.342000,0.678000,0.000087,0.593700,1.999998,0.000257,0.000000,0.000128,0.000000,0.148297,0.000991,0.593643,0.984372,0.000740,-0.021444,0.429786,0.429786,-0.423696,-0.423696,0.418803,0.418778,-0.424747,-0.425200,0.351391,0.156409
1.352000,0.698000,0.000090,0.593700,1.999999,0.000257,0.000000,0.000128,0.000000,0.158366,0.001003,0.593478,1.020521,0.000900,-0.022128,0.431481,0.431481,-0.425391,-0.425391,0.419315,0.419285,-0.427415,-0.427876,0.351758,0.156433
1.362000,0.718000,0.000092,0.593700,1.999999,0.000257,0.000000,0.000128,0.000000,0.169134,0.001013,0.593341,1.089337,0.001100,-0.021100,0.433227,0.433227,-0.427138,-0.427138,0.419791,0.419738,-0.430074,-0.430544,0.351929,0.156460
1.372000,0.738000,0.000095,0.593700,1.999998,0.000257,0.000000,0.000128,0.000000,0.179914,0.001035,0.593049,1.102136,0.001467,-0.018600,0.435026,0.435026,-0.428937,-0.428937,0.420167,0.420076,-0.432970,-0.433453,0.352611,0.156516
1.382000,0.758000,0.000097,0.593700,1.999997,0.000258,0.000000,0.000128,0.000000,0.190967,0.001050,0.592822,1.120119,0.001375,-0.022075,0.436877,0.436877,-0.430788,-0.430788,0.420620,0.420499,-0.435783,-0.436207,0.353138,0.156588
1.392000,0.778000,0.000100,0.593700,1.999998,0.000257,0.000000,0.000128,0.000000,0.202337,0.001052,0.592556,1.150576,0.000733,-0.026014,0.438779,0.438779,-0.432690,-0.432690,0.421222,0.421059,-0.438666,-0.438974,0.353688,0.156669
1.402000,0.798000,0.000102,0.593700,1.999998,0.000257,0.000000,0.000128,0.000000,0.214045,0.001057,0.592357,1.184306,0.000254,-0.028905,0.440733,0.440733,-0.434644,-0.434644,0.421914,0.421716,-0.441406,-0.441678,0.354284,0.156735
1.414000,0.822000,0.000105,0.593700,1.999998,0.000257,0.000000,0.000128,0.000000,0.228571,0.001060,0.592060,1.226543,0.000168,-0.031851,0.443138,0.443138,-0.437048,-0.437048,0.422799,0.422618,-0.444757,-0.445026,0.355184,0.156813
1.424000,0.842000,0.000108,0.593700,1.999998,0.000257,0.000000,0.000128,0.000000,0.241072,0.001074,0.591822,1.264071,0.001318,-0.023238,0.445186,0.445186,-0.439097,-0.439097,0.423588,0.423389,-0.447671,-0.447953,0.355839,0.156857
1.434000,0.862000,0.000111,0.593700,1.999998,0.000257,0.000000,0.000128,0.000000,0.253932,0.001075,0.591548,1.301099,0.000712,-0.026570,0.447272,0.447272,-0.441182,-0.441182,0.424429,0.424196,-0.450700,-0.450855,0.356662,0.156955
1.444000,0.882000,0.000113,0.593700,1.999998,0.000257,0.000000,0.000128,0.000000,0.267151,0.001080,0.591381,1.334951,0.000957,-0.021370,0.449397,0.449397,-0.443307,-0.443307,0.425284,0.425071,-0.453774,-0.453851,0.357405,0.156980
1.454000,0.902000,0.000116,0.593700,1.999999,0.000256,0.000000,0.000128,0.000000,0.281220,0.001094,0.591044,1.394073,0.001679,-0.031534,0.451569,0.451569,-0.445480,-0.445480,0.425967,0.425771,-0.457193,-0.457239,0.358130,0.157084
1.464000,0.922000,0.000118,0.593700,1.999998,0.000257,0.000000,0.000128,0.000000,0.295123,0.001104,0.590772,1.408914,0.001062,-0.025560,0.453795,0.453795,-0.447705,-0.447705,0.426744,0.426554,-0.460571,-0.460607,0.358867,0.157133
1.474000,0.942000,0.000121,0.593700,1.999998,0.000257,0.000000,0.000128,0.000000,0.309333,0.001114,0.590504,1.435192,0.000902,-0.030317,0.456074,0.456074,-0.449984,-0.449984,0.427714,0.427497,-0.463828,-0.463864,0.359755,0.157194
1.484000,0.962000,0.000123,0.593700,1.999999,0.000257,0.000000,0.000128,0.000000,0.323901,0.001122,0.590235,1.469786,0.000736,-0.021825,0.458405,0.458405,-0.452316,-0.452316,0.428782,0.428518,-0.467049,-0.467064,0.360735,0.157284
1.494000,0.982000,0.000126,0.593700,1.999998,0.000256,0.000000,0.000128,0.000000,0.338827,0.001125,0.589999,1.505738,0.001339,-0.031183,0.460786,0.460786,-0.454697,-0.454697,0.429882,0.429639,-0.470291,-0.470183,0.361795,0.157373
1.504000,1.002000,0.000129,0.593700,1.999998,0.000256,0.000000,0.000128,0.000000,0.354726,0.001147,0.589686,1.589665,0.002903,-0.034993,0.463216,0.463216,-0.457127,-0.457127,0.430856,0.430609,-0.473815,-0.473707,0.362769,0.157412
1.514000,1.022000,0.000131,0.593700,1.999999,0.000256,0.000000,0.000128,0.000000,0.370440,0.001171,0.589245,1.594445,0.001726,-0.042478,0.465700,0.465700,-0.459611,-0.459611,0.431838,0.431586,-0.477741,-0.477754,0.363678,0.157525
